"TableName","SeriesCode","LineNumber","LineDescription","METRIC_NAME","CL_UNIT","UNIT_MULT","year","value"
"T20100","A229RX","39","Chained (2012) dollars","Ratio","Level","0",2020,47716
"T20100","A229RX","39","Chained (2012) dollars","Ratio","Level","0",2021,48490
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2000,282398
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2001,285225
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2002,287955
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2003,290626
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2004,293262
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2005,295993
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2006,298818
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2007,301696
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2008,304543
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2009,307240
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2010,309839
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2011,312295
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2012,314725
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2013,317099
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2014,319601
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2015,322113
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2016,324609
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2017,326860
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2018,328794
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2019,330513
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2020,331788
"T20100","B230RC","40","Population (midperiod, thousands)","Persons","Level","3",2021,332351
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2000,7.6
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2001,4.8
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2002,4.3
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2003,4.8
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2004,5.9
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2005,4.4
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2006,6.8
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2007,5
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2008,4.2
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2009,-0.4
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2010,3.9
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2011,4.7
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2012,5.2
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2013,0.1
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2014,5.4
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2015,4.2
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2016,2.9
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2017,4.6
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2018,5.5
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2019,5
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2020,7.4
"T20100","A067RP","41","Disposable personal income, current dollars","Current Dollars","Percent change, annual rate","0",2021,5.9
"T20100","A067RL","42","Disposable personal income, chained (2012) dollars","Chained Dollars","Percent change, annual rate","0",2000,5
"T20100","A067RL","42","Disposable personal income, chained (2012) dollars","Chained Dollars","Percent change, annual rate","0",2001,2.7
"T20100","A067RL","42","Disposable personal income, chained (2012) dollars","Chained Dollars","Percent change, annual rate","0",2002,3
"T20100","A067RL","42","Disposable personal income, chained (2012) dollars","Chained Dollars","Percent change, annual rate","0",2003,2.6
"T20100","A067RL","42","Disposable personal income, chained (2012) dollars","Chained Dollars","Percent change, annual rate","0",2004,3.3
"T20100","A067RL","42","Disposable personal income, chained (2012) dollars","Chained Dollars","Percent change, annual rate","0",2005,1.5
"T20100","A067RL","42","Disposable personal income, chained (2012) dollars","Chained Dollars","Percent change, annual rate","0",2006,3.8
"T20100","A067RL","42","Disposable personal income, chained (2012) dollars","Chained Dollars","Percent change, annual rate","0",2007,2.4
"T20100","A067RL","42","Disposable personal income, chained (2012) dollars","Chained Dollars","Percent change, annual rate","0",2008,1.2
"T20100","A067RL","42","Disposable personal income, chained (2012) dollars","Chained Dollars","Percent change, annual rate","0",2009,-0.1
"T20100","A067RL","42","Disposable personal income, chained (2012) dollars","Chained Dollars","Percent change, annual rate","0",2010,2.1
"T20100","A067RL","42","Disposable personal income, chained (2012) dollars","Chained Dollars","Percent change, annual rate","0",2011,2.1
"T20100","A067RL","42","Disposable personal income, chained (2012) dollars","Chained Dollars","Percent change, annual rate","0",2012,3.3
"T20100","A067RL","42","Disposable personal income, chained (2012) dollars","Chained Dollars","Percent change, annual rate","0",2013,-1.2
"T20100","A067RL","42","Disposable personal income, chained (2012) dollars","Chained Dollars","Percent change, annual rate","0",2014,3.8
"T20100","A067RL","42","Disposable personal income, chained (2012) dollars","Chained Dollars","Percent change, annual rate","0",2015,4
"T20100","A067RL","42","Disposable personal income, chained (2012) dollars","Chained Dollars","Percent change, annual rate","0",2016,1.8
"T20100","A067RL","42","Disposable personal income, chained (2012) dollars","Chained Dollars","Percent change, annual rate","0",2017,2.7
"T20100","A067RL","42","Disposable personal income, chained (2012) dollars","Chained Dollars","Percent change, annual rate","0",2018,3.3
"T20100","A067RL","42","Disposable personal income, chained (2012) dollars","Chained Dollars","Percent change, annual rate","0",2019,3.5
"T20100","A067RL","42","Disposable personal income, chained (2012) dollars","Chained Dollars","Percent change, annual rate","0",2020,6.2
"T20100","A067RL","42","Disposable personal income, chained (2012) dollars","Chained Dollars","Percent change, annual rate","0",2021,1.8
